Timestamp,Object Color,Center X,Center Y,Bounding Box Width,Bounding Box Height,Target X,Target Y,Actual X,Actual Y,Error X,Error Y,Success,Elapsed Time
2025-01-07 19:14:43,segienamKuning,925,23,108,47,175,51,170,51,5,0,True,0.4749147449395902
2025-01-07 19:14:43,Fail to pick,925,23,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:43,segienamKuning,947,45,120,90,15,50,12,49,3,1,True,0.12741218357763723
2025-01-07 19:14:43,segienamKuning,947,45,120,90,59,28,61,24,2,4,True,0.14929086039657036
2025-01-07 19:14:43,Fail to pick,947,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,946,46,115,92,112,38,111,41,1,3,True,0.47674927531291855
2025-01-07 19:14:44,Fail to pick,946,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,949,46,125,93,125,74,122,76,3,2,True,0.28258594143192584
2025-01-07 19:14:44,Fail to pick,949,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,945,43,118,87,125,87,128,82,3,5,True,0.43844908621502743
2025-01-07 19:14:44,Fail to pick,945,43,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,942,46,117,93,188,91,192,91,4,0,True,0.2064677170153972
2025-01-07 19:14:44,Fail to pick,942,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,947,45,125,90,91,82,89,82,2,0,True,0.2421013986257895
2025-01-07 19:14:44,segitigaKuning,949,45,124,90,170,84,167,81,3,3,True,0.24415040168492924
2025-01-07 19:14:44,Fail to pick,947,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,Fail to pick,949,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,942,42,116,85,133,26,131,30,2,4,True,0.33153578690460084
2025-01-07 19:14:44,segitigaKuning,944,42,115,85,174,51,173,46,1,5,True,0.41929213148757605
2025-01-07 19:14:44,Kuning,942,42,tensor(116.5252),tensor(85.3583),188,87,188,89,0,2,True,0.0004994869232177734
2025-01-07 19:14:44,Fail to pick,942,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,Fail to pick,944,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,940,41,115,82,77,64,81,64,4,0,True,0.3568900825046869
2025-01-07 19:14:44,segitigaKuning,940,41,116,82,79,36,82,35,3,1,False,0.28332580861686385
2025-01-07 19:14:44,Fail to pick,940,41,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,Fail to pick,940,41,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:44,segienamKuning,950,45,119,91,178,19,182,19,4,0,True,0.2069388252926448
2025-01-07 19:14:45,segienamKuning,945,46,119,93,191,32,194,33,3,1,True,0.3888038409170377
2025-01-07 19:14:45,Fail to pick,945,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,946,46,119,92,155,31,158,31,3,0,True,0.14094500308217628
2025-01-07 19:14:45,Fail to pick,946,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,944,42,121,85,109,74,105,76,4,2,True,0.12989452265152251
2025-01-07 19:14:45,segitigaKuning,946,42,120,85,81,70,84,73,3,3,True,0.3545340511562153
2025-01-07 19:14:45,Fail to pick,944,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,Fail to pick,946,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,942,45,116,91,88,28,89,25,1,3,True,0.1481343491669813
2025-01-07 19:14:45,Fail to pick,942,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,945,45,116,90,99,35,96,34,3,1,True,0.3354231111771851
2025-01-07 19:14:45,segitigaKuning,947,45,114,91,149,53,148,49,1,4,True,0.4449672314319807
2025-01-07 19:14:45,Fail to pick,945,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,Fail to pick,947,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,943,43,121,86,172,5,173,7,1,2,False,0.2939374121798636
2025-01-07 19:14:45,segitigaKuning,945,42,119,85,182,63,183,66,1,3,True,0.132967398823325
2025-01-07 19:14:45,Fail to pick,943,43,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,Fail to pick,945,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:45,segienamKuning,947,44,121,89,185,82,187,79,2,3,True,0.41550809601049477
2025-01-07 19:14:45,Kuning,947,44,tensor(121.7460),tensor(89.1559),187,87,191,89,4,2,True,0.0
2025-01-07 19:14:45,Fail to pick,947,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,944,41,121,83,188,82,188,78,0,4,True,0.38206884132611496
2025-01-07 19:14:46,segitigaKuning,945,41,120,82,53,27,51,24,2,3,True,0.11310907988518887
2025-01-07 19:14:46,Fail to pick,944,41,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,Fail to pick,945,41,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,942,44,119,88,137,31,141,32,4,1,True,0.10860000050799111
2025-01-07 19:14:46,Fail to pick,942,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,939,45,114,90,181,89,177,87,4,2,True,0.14339242967448712
2025-01-07 19:14:46,Fail to pick,939,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,942,44,115,88,184,22,181,19,3,3,True,0.1888182983016065
2025-01-07 19:14:46,Fail to pick,942,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,945,47,115,94,50,87,45,84,5,3,True,0.4637823246467164
2025-01-07 19:14:46,segitigaKuning,946,47,115,94,154,43,151,44,3,1,True,0.19059278074311536
2025-01-07 19:14:46,Fail to pick,945,47,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,Fail to pick,946,47,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,950,46,120,93,108,79,106,81,2,2,True,0.1738514745596106
2025-01-07 19:14:46,Fail to pick,950,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,segienamKuning,944,42,121,85,2,28,-3,24,5,4,True,0.2464827398068677
2025-01-07 19:14:46,segitigaKuning,945,42,119,85,80,39,77,38,3,1,True,0.4032157824305467
2025-01-07 19:14:46,Fail to pick,944,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:46,Fail to pick,945,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,941,42,120,85,148,58,145,62,3,4,False,0.2072061880487901
2025-01-07 19:14:47,segitigaKuning,943,42,119,84,91,43,92,46,1,3,True,0.12204423168343381
2025-01-07 19:14:47,Kuning,941,42,tensor(120.1635),tensor(85.8940),188,87,191,87,3,0,True,0.0004975795745849609
2025-01-07 19:14:47,Fail to pick,941,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,Fail to pick,943,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,941,42,120,85,94,39,98,41,4,2,True,0.4308277145545881
2025-01-07 19:14:47,segitigaKuning,943,42,119,84,118,62,120,57,2,5,True,0.21790457871914423
2025-01-07 19:14:47,Fail to pick,941,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,Fail to pick,943,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,941,45,118,90,78,39,75,36,3,3,True,0.1099148809617919
2025-01-07 19:14:47,Fail to pick,941,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,941,44,117,89,9,20,5,17,4,3,False,0.3840662900768248
2025-01-07 19:14:47,Fail to pick,941,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,943,46,119,92,146,40,145,38,1,2,True,0.37669612397972807
2025-01-07 19:14:47,Fail to pick,943,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,943,45,119,91,193,70,190,73,3,3,True,0.22506337577325852
2025-01-07 19:14:47,segitigaKuning,945,45,118,90,184,89,182,91,2,2,True,0.1103096866588032
2025-01-07 19:14:47,Fail to pick,943,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,Fail to pick,945,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,segienamKuning,943,45,119,91,75,90,78,94,3,4,True,0.4823696656217682
2025-01-07 19:14:47,segitigaKuning,945,45,118,90,142,82,140,85,2,3,True,0.16013329094282325
2025-01-07 19:14:47,Fail to pick,943,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:47,Fail to pick,945,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:48,segienamKuning,943,47,118,94,162,22,158,23,4,1,True,0.38063982579368205
2025-01-07 19:14:48,Fail to pick,943,47,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:48,segienamKuning,942,46,122,92,181,43,183,38,2,5,False,0.21763477446094437
2025-01-07 19:14:48,Fail to pick,942,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:50,segienamKuning,945,48,120,96,108,16,104,14,4,2,True,0.3328379266841022
2025-01-07 19:14:50,Fail to pick,945,48,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:50,segienamKuning,946,48,123,97,195,53,191,57,4,4,True,0.243036252339525
2025-01-07 19:14:50,Fail to pick,946,48,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:50,segienamKuning,943,42,123,85,153,42,151,42,2,0,True,0.34589360918458667
2025-01-07 19:14:50,Fail to pick,943,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:14:51,segienamKuning,943,42,123,85,141,47,141,42,0,5,True,0.40008156093392855
2025-01-07 19:14:51,Fail to pick,943,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,segitigaKuning,954,40,123,81,17,55,16,52,1,3,True,0.11707756719745324
2025-01-07 19:15:17,persegiKuning,953,40,123,80,99,50,98,49,1,1,True,0.17087465761145554
2025-01-07 19:15:17,segienamKuning,953,42,123,84,55,79,55,75,0,4,True,0.26463720375219896
2025-01-07 19:15:17,Kuning,954,40,tensor(123.0820),tensor(81.7629),188,88,184,90,4,2,True,0.00031113624572753906
2025-01-07 19:15:17,Fail to pick,953,40,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,Fail to pick,953,42,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,segienamKuning,952,41,122,82,98,56,102,59,4,3,True,0.1903502919740715
2025-01-07 19:15:17,Fail to pick,952,41,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,segienamKuning,946,46,123,92,100,81,103,80,3,1,True,0.24877179361144278
2025-01-07 19:15:17,Fail to pick,946,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,segienamKuning,945,45,125,91,118,50,119,51,1,1,True,0.23573485181902104
2025-01-07 19:15:17,Fail to pick,945,45,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:17,segienamKuning,952,46,123,93,171,57,166,56,5,1,True,0.134493361611254
2025-01-07 19:15:17,Fail to pick,952,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,segienamKuning,948,44,119,88,147,67,142,62,5,5,True,0.4167279863581924
2025-01-07 19:15:18,Fail to pick,948,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,segienamKuning,947,46,122,92,127,40,131,41,4,1,True,0.331465374080074
2025-01-07 19:15:18,Fail to pick,947,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,segienamKuning,946,43,123,87,51,19,55,19,4,0,True,0.3683874002560238
2025-01-07 19:15:18,segitigaKuning,948,43,120,86,51,31,48,32,3,1,True,0.44114367451601144
2025-01-07 19:15:18,Fail to pick,946,43,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,Fail to pick,948,43,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,segienamKuning,947,46,117,92,53,69,55,73,2,4,False,0.24364437564433802
2025-01-07 19:15:18,Kuning,947,46,tensor(117.9497),tensor(92.0830),187,87,186,84,1,3,True,0.0
2025-01-07 19:15:18,Fail to pick,947,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:18,segienamKuning,952,44,117,88,16,71,17,69,1,2,True,0.23649383081833394
2025-01-07 19:15:18,Fail to pick,952,44,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:21,segienamKuning,943,46,146,93,177,95,176,99,1,4,True,0.1738024711092676
2025-01-07 19:15:21,Fail to pick,943,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:21,segienamKuning,943,46,146,93,3,92,4,91,1,1,True,0.10662995927812005
2025-01-07 19:15:21,Fail to pick,943,46,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:24,segienamKuning,929,668,133,89,155,65,153,68,2,3,True,0.11889721366584101
2025-01-07 19:15:24,Kuning,929,668,tensor(133.8105),tensor(89.1144),14,86,9,88,5,2,True,0.0
2025-01-07 19:15:24,segienamKuning,928,666,120,86,177,5,177,5,0,0,True,0.42187789062288095
2025-01-07 19:15:24,Fail to pick,928,666,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:24,segienamKuning,929,667,125,89,26,30,30,25,4,5,True,0.2311720853124092
2025-01-07 19:15:24,Fail to pick,929,667,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:25,segienamKuning,949,664,142,109,76,59,72,55,4,4,True,0.2448044781404204
2025-01-07 19:15:25,segienamKuning,947,678,114,82,159,42,161,44,2,2,True,0.3986968565763708
2025-01-07 19:15:25,segienamKuning,951,676,116,84,103,21,99,25,4,4,True,0.29814350796411626
2025-01-07 19:15:25,Fail to pick,951,676,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:25,segienamKuning,953,675,117,82,149,77,148,76,1,1,True,0.47412904440243986
2025-01-07 19:15:25,Fail to pick,953,675,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:25,segienamKuning,944,678,119,81,135,54,133,54,2,0,True,0.21296786304792936
2025-01-07 19:15:25,segienamKuning,553,618,167,136,115,92,114,89,1,3,True,0.43390722289801886
2025-01-07 19:15:25,Fail to pick,944,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:25,segienamKuning,947,677,124,79,165,77,161,72,4,5,True,0.2134980631038515
2025-01-07 19:15:25,Fail to pick,947,677,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:25,segienamKuning,951,677,121,79,181,92,180,91,1,1,True,0.15379108566853988
2025-01-07 19:15:25,Fail to pick,951,677,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,952,679,133,79,1,64,3,59,2,5,True,0.41844742049651606
2025-01-07 19:15:26,Fail to pick,952,679,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,950,678,133,80,149,47,152,43,3,4,True,0.4430075596101418
2025-01-07 19:15:26,Fail to pick,950,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,946,676,115,80,174,92,170,92,4,0,True,0.3291824103954227
2025-01-07 19:15:26,Fail to pick,946,676,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,948,678,114,79,81,98,80,96,1,2,True,0.45713342068481877
2025-01-07 19:15:26,Fail to pick,948,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,949,678,115,79,52,22,52,18,0,4,True,0.43101586269203085
2025-01-07 19:15:26,Fail to pick,949,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,946,679,113,78,124,34,126,30,2,4,True,0.3954949280461234
2025-01-07 19:15:26,Fail to pick,946,679,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:26,segienamKuning,946,680,114,77,103,0,100,0,3,0,True,0.18277762787472282
2025-01-07 19:15:26,Fail to pick,946,680,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:27,segienamKuning,956,676,112,79,41,41,45,39,4,2,True,0.3169659516349831
2025-01-07 19:15:27,segienamKuning,947,679,113,78,140,35,143,30,3,5,True,0.28333769518851726
2025-01-07 19:15:27,Fail to pick,947,679,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:27,segienamKuning,942,680,116,76,117,25,113,22,4,3,True,0.44351266619719854
2025-01-07 19:15:27,Fail to pick,942,680,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:27,segienamKuning,947,678,116,79,40,44,39,47,1,3,True,0.24345477037095198
2025-01-07 19:15:27,Fail to pick,947,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:27,segienamKuning,951,680,120,78,149,28,149,23,0,5,True,0.14087558451796914
2025-01-07 19:15:27,Fail to pick,951,680,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:27,segienamKuning,963,673,152,92,69,34,64,33,5,1,True,0.251696280614635
2025-01-07 19:15:28,segienamKuning,952,679,139,80,198,68,198,67,0,1,True,0.45598358377209547
2025-01-07 19:15:28,segienamKuning,949,678,130,81,91,53,89,57,2,4,True,0.38450414601868155
2025-01-07 19:15:28,Fail to pick,949,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:28,segienamKuning,951,681,115,77,177,59,179,61,2,2,False,0.2984869557956752
2025-01-07 19:15:28,Fail to pick,951,681,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:28,segienamKuning,946,680,110,77,192,88,191,84,1,4,False,0.40936251820083647
2025-01-07 19:15:28,Fail to pick,946,680,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:30,segienamKuning,951,675,116,82,145,32,141,35,4,3,True,0.19338569598610073
2025-01-07 19:15:30,Fail to pick,951,675,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:30,segienamKuning,951,675,120,84,89,59,92,56,3,3,True,0.4421644637247396
2025-01-07 19:15:30,Fail to pick,951,675,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:30,segienamKuning,961,674,118,91,101,95,96,93,5,2,False,0.2962910558464684
2025-01-07 19:15:30,segienamKuning,961,674,118,91,138,41,136,43,2,2,True,0.3678084382452792
2025-01-07 19:15:30,Fail to pick,961,674,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:30,segienamKuning,946,682,110,74,179,16,181,16,2,0,True,0.12223963855885361
2025-01-07 19:15:31,segienamKuning,950,679,109,80,76,34,71,38,5,4,True,0.37420839019818153
2025-01-07 19:15:31,Fail to pick,950,679,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:31,segienamKuning,945,678,109,78,69,21,73,23,4,2,True,0.40559067912667046
2025-01-07 19:15:31,Fail to pick,945,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:31,segienamKuning,947,678,110,77,127,41,130,44,3,3,True,0.3766199829599153
2025-01-07 19:15:31,Fail to pick,947,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,939,676,112,82,102,81,100,78,2,3,True,0.2642503838760696
2025-01-07 19:15:32,Fail to pick,939,676,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,941,678,113,78,16,8,14,9,2,1,False,0.3043959709548798
2025-01-07 19:15:32,Fail to pick,941,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,945,677,115,78,22,83,21,85,1,2,True,0.2956628403321922
2025-01-07 19:15:32,Fail to pick,945,677,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,945,678,113,79,154,83,155,80,1,3,True,0.38326090594101214
2025-01-07 19:15:32,Fail to pick,945,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,948,676,113,82,182,12,180,15,2,3,True,0.2578997031364808
2025-01-07 19:15:32,Fail to pick,948,676,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:32,segienamKuning,943,675,111,80,159,0,156,-2,3,2,True,0.1942384438220114
2025-01-07 19:15:32,Fail to pick,943,675,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:33,segienamKuning,943,677,114,78,85,81,83,85,2,4,True,0.23738221957435124
2025-01-07 19:15:33,Fail to pick,943,677,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:33,segienamKuning,941,678,110,76,154,45,154,47,0,2,True,0.31039752041353036
2025-01-07 19:15:33,Fail to pick,941,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:33,segienamKuning,946,678,108,79,29,73,24,76,5,3,False,0.35575761497765745
2025-01-07 19:15:33,Fail to pick,946,678,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:33,segienamKuning,943,677,116,80,1,76,-2,79,3,3,True,0.293964248832682
2025-01-07 19:15:33,Fail to pick,943,677,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:33,segienamKuning,948,676,110,81,158,62,156,64,2,2,True,0.36345820174051047
2025-01-07 19:15:33,Fail to pick,948,676,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:34,segienamKuning,810,645,111,102,3,0,7,-4,4,4,False,0.19292567722811305
2025-01-07 19:15:34,Kuning,810,645,tensor(111.7555),tensor(102.4470),20,75,20,74,0,1,True,0.0
2025-01-07 19:15:34,segienamKuning,810,649,115,97,33,63,28,66,5,3,True,0.41460810765349243
2025-01-07 19:15:34,Fail to pick,810,649,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:35,segienamKuning,808,652,116,101,54,97,56,95,2,2,True,0.18428773891915506
2025-01-07 19:15:35,Fail to pick,808,652,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:35,segienamKuning,810,650,120,101,89,7,85,10,4,3,True,0.30274535569766625
2025-01-07 19:15:35,Fail to pick,810,650,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:35,persegiKuning,809,650,119,102,84,57,81,54,3,3,True,0.3804853317417275
2025-01-07 19:15:35,Fail to pick,809,650,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:36,segienamKuning,819,647,110,100,127,48,123,52,4,4,True,0.1695289061505214
2025-01-07 19:15:36,persegiKuning,818,647,113,103,165,48,169,48,4,0,True,0.36992507961618903
2025-01-07 19:15:36,Fail to pick,818,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:36,segienamKuning,810,651,111,99,123,37,125,32,2,5,True,0.39097913288891284
2025-01-07 19:15:36,persegiKuning,810,651,111,101,136,70,133,67,3,3,True,0.24535286410460233
2025-01-07 19:15:36,Kuning,810,651,tensor(111.6740),tensor(99.2447),19,75,22,76,3,1,True,0.0
2025-01-07 19:15:36,Fail to pick,810,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:36,Fail to pick,810,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:36,segitigaKuning,824,652,125,94,171,29,168,26,3,3,True,0.23162029609672108
2025-01-07 19:15:36,segienamKuning,823,652,125,96,88,39,88,34,0,5,True,0.3877591037646628
2025-01-07 19:15:36,Fail to pick,823,652,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:36,segienamKuning,828,651,111,95,71,28,68,24,3,4,True,0.126573323445515
2025-01-07 19:15:36,Fail to pick,828,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:37,segienamKuning,823,651,107,96,157,62,157,63,0,1,True,0.353835659104183
2025-01-07 19:15:37,Fail to pick,823,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:37,segienamKuning,817,651,111,97,29,95,27,95,2,0,True,0.30188076307674505
2025-01-07 19:15:37,Fail to pick,817,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:37,segienamKuning,813,651,109,96,164,95,164,90,0,5,True,0.3425592537792233
2025-01-07 19:15:37,Fail to pick,813,651,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:37,segienamKuning,817,646,120,97,69,78,69,75,0,3,True,0.4590174228355669
2025-01-07 19:15:37,Fail to pick,817,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:37,segienamKuning,815,647,115,96,20,92,20,91,0,1,True,0.31306619572281474
2025-01-07 19:15:37,Fail to pick,815,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:38,segienamKuning,813,646,121,97,89,16,91,18,2,2,True,0.3437788582589703
2025-01-07 19:15:38,Fail to pick,813,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:38,segienamKuning,818,645,121,92,122,32,126,27,4,5,False,0.14676615426167544
2025-01-07 19:15:38,Fail to pick,818,645,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:38,segienamKuning,819,645,117,93,177,6,173,8,4,2,True,0.44269170081521414
2025-01-07 19:15:38,Fail to pick,819,645,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:38,segienamKuning,816,647,117,92,102,50,98,47,4,3,True,0.3226662806525552
2025-01-07 19:15:38,Fail to pick,816,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:42,segienamKuning,804,636,119,91,129,71,128,69,1,2,True,0.3480534274960294
2025-01-07 19:15:42,segienamKuning,817,645,116,89,16,56,17,54,1,2,True,0.2857123999433398
2025-01-07 19:15:42,segienamKuning,817,647,120,91,129,54,127,52,2,2,True,0.47641536062570466
2025-01-07 19:15:42,Fail to pick,817,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:42,segienamKuning,813,647,119,89,188,12,183,14,5,2,True,0.2401740610641282
2025-01-07 19:15:42,Fail to pick,813,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,812,646,120,86,87,67,85,67,2,0,True,0.44327327499027747
2025-01-07 19:15:43,Fail to pick,812,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,815,648,118,91,78,52,81,55,3,3,True,0.28618920341190207
2025-01-07 19:15:43,persegiKuning,815,648,118,92,98,57,96,56,2,1,True,0.1080581141557122
2025-01-07 19:15:43,Fail to pick,815,648,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,Fail to pick,815,648,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,811,648,108,86,46,21,41,25,5,4,True,0.30638952516497353
2025-01-07 19:15:43,Kuning,811,648,tensor(108.5243),tensor(86.0682),20,75,22,71,2,4,True,0.0
2025-01-07 19:15:43,Fail to pick,811,648,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,813,646,114,93,134,49,129,51,5,2,True,0.4192728722403778
2025-01-07 19:15:43,Fail to pick,813,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,812,646,112,92,145,57,143,58,2,1,True,0.4463675200480798
2025-01-07 19:15:43,Fail to pick,812,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,812,645,122,97,6,31,1,35,5,4,True,0.1459020606052428
2025-01-07 19:15:43,Fail to pick,812,645,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,813,647,123,93,142,23,143,22,1,1,True,0.4912933261258827
2025-01-07 19:15:43,Fail to pick,813,647,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:43,segienamKuning,809,649,117,92,192,10,195,12,3,2,True,0.23170411983738393
2025-01-07 19:15:43,Fail to pick,809,649,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:44,segienamKuning,813,646,114,89,139,68,137,63,2,5,True,0.31599522414343567
2025-01-07 19:15:44,Fail to pick,813,646,0,0,0,0,0,0,0,0,False,0
2025-01-07 19:15:44,segienamKuning,813,646,121,90,152,19,156,19,4,0,True,0.48923229568347004
